ID,Summary,Manual_Sleep_Topic
DE230100889,"Do predators shape the sleep of their prey? This project aims to investigate how sleep is affected by fear/stress by studying invasive and native rat species, historically exposed to different predation pressures.
It expects to generate new knowledge in biological and health sciences, also helping controlling pests.
This unprecedented approach to studying sleep will provide key insights on the environmental and genetic determinants of sleep, allowing us to better understand sleep, its expression and flexibility, and response to stress.
More than providing fundamental answers on the evolution of sleep, this project will provide significant benefits such as new perspectives on invasive species management, and may also reveal new targets for treatments to stress related sleep disorders.",no
DE230100992,"A novel epigenetic clock tool to conserve Australia’s threatened seabirds. The aim is to develop a novel epigenetic technique for the demographic assessment of long-lived seabirds, including albatrosses and petrels, for application to the conservation of 11 threatened species breeding across Australia. A major innovation will be an affordable and fieldwork-friendly technique to demographically fingerprint any population, ending the large amount of guesswork currently necessary in management. The outcome is expected to enable (i) scientists and wildlife managers to impute the impact of threats and management activities on seabird populations, allowing quantitative scenario modelling, and (ii) stakeholders to analyse numerous threats and optimise management responses to these through research-based decision-making.",no
DE230101174,"Harnessing life-course transitions to optimise time-use behaviour habits. At every stage of life, how we use our time is one of the greatest determinants of our happiness, productivity, social wellbeing and quality of life. Time-use habits, for better or worse, are entrenched in daily routines that are difficult to break. This project aims to use existing population datasets to identify when during their life people are most likely to change their time-use habits, and to describe who may be at greatest risk of making unfavourable changes (e.g., replacing physical activity with sedentary time, not getting enough sleep). Expected outcomes include new analytical methods to understand time-use routines and new knowledge to inform future time-use improvement strategies to enable Australians to live their best life.",no
DE250100168,"Housing and neighbourhood determinants of inadequate sleep. This project aims to address a gap in scientific knowledge about the ways housing and neighbourhood factors contribute to inadequate sleep–a problem affecting ~40% of Australians, causing significant economic burden through lost productivity and wellbeing. This interdisciplinary project will develop rich conceptual models of the determinants of sleep, and leverage existing data to generate new evidence to advance our understanding of how residential contexts affect sleep and inequalities in sleep. Expected outcomes include a new conceptual model, and enhanced capacity and networks to drive future research in this emerging field. The evidence produced should inform practical change to reduce societal and individual costs of inadequate sleep.",no
DE250100822,"Where, when and how do birds sleep in the city? This project aims to investigate changes to avian sleep in response to urbanisation. Using state-of-the-art monitoring techniques, the project expects to identify environmental conditions that are necessary for sufficient sleep in native birds. By combining field research, experimental studies and broader comparisons across species, the project will determine the capacity of different populations and species to tolerate or adapt their sleep to changing environments. The results will address a gap in our understanding of animal behaviour in cities, allowing us to identify vulnerable populations and species, develop new strategies for pest management, and work with governments and communities to inform habitat management and urban planning.",no
DE250101060,"At the intersection: Sleep disorders, shift work and young driver safety. Young workers are highly vulnerable to road safety accidents and fatalities. 

Two key factors that likely contribute to accidents are high prevalence in young drivers of shift work (>25%) and sleep disorders (>20%). This combined burden is rarely considered and represents a blind spot in understanding of young driver safety risks.

This project will investigate the interplay between transition to shift work, sleep disorders and road safety for young drivers. Through this, I will provide a clearer understanding of decisions to drive drowsy, relationships with road safety incidents and protective factors to target. I will design interventions to help reduce the $147M of social costs attributable to drowsy driving fatalities in young drivers ",no
DE250101070,"Understanding Light, Technology, and Environments of Children. Light (both natural and artificial) is vital. The timing, colour (spectra), and intensity of light exposure has a profound impact on our sleep and wake cycles, alertness, and mood. However, our light environments have changed rapidly with advances in technology and urbanisation. The effect of these changes on children's sleep, cognitive function, and wellbeing is unclear. This study aims to objectively map the artificial and environmental light experienced by children, 5 - 8 years, against their sleep, cognitive function, and wellbeing. This innovative quantification, via novel wearable technology, will advance knowledge to support optimal child development and guide practice and policy around children’s light exposure and environments.",no
DE250101169,"Improving shiftworkers sleep and physical activity using machine learning. This project aims to develop a smartphone-enabled digital assistant to optimise sleep and physical activity for Australians working non-standard hours, resulting in critical benefits for workplace productivity and safety. By harnessing advanced machine learning techniques and integrating wearable technology, this project aims to cater specifically to the unpredictable and variable hours of shiftworkers, on-call workers, and gig workers - something current tools do not. The expected outcome is a scalable digital assistant that provides personalised sleep and physical activity advice based on individual work patterns. This project is designed to provide new knowledge on personalised behavioural interventions using machine learning.",no
DE260100081,"Understanding the impact of on-call work on sleep, fatigue, and safety. On-call workers respond to emergencies, maintain critical infrastructure, and keep vital operations running in sectors such as utilities, healthcare, and aviation. But on-call work comes at a cost — the annual financial impact of fatigue-related injuries and fatalities in Australian on-call workers is >$2.25 billion. Surprisingly, we have minimal evidence about how the overnight wakings that characterise most on-call schedules impact sleep, fatigue, and safety. This project aims to investigate the acute effects of repeated overnight calls on sleep, fatigue, and safety risk. Findings will advance knowledge on the effects of on-call work, strengthen fatigue management guidance materials, and improve safety for on-call workers and communities.",no
DE260100214,"From Pixels to Pillows: Optimising Screen Use for Healthier Sleep. With increasing screen use at ever-younger ages, parents face pressing challenges in promoting healthy sleep, yet existing screen time advice misaligns with modern realities. This project aims to investigate how screen use can coexist with healthy sleep in pre-schoolers. Through multidimensional profiling, novel analytics, and mixed methods, it will generate essential evidence to inform practical solutions. Expected outcomes include a novel sleep profile scoring system, identification of screen use profiles that support healthier sleep, and a deeper understanding of how parenting shapes both behaviours. This will pave the way for digital-age strategies, empowering parents to help children achieve the healthy sleep they need to thrive.",no
DE260100243,"Lifestyle, Decision-Making & Behaviour: Econometric analysis & experiments. This project investigates how lifestyle and environmental factors—such as sleep, diet, exercise, and temperature—affect cognitive performance and decision-making. Using biometric data from WHOOP's wearable fitness devices and millions of chess decisions from Chess.com, it will generate new causal evidence on optimising mental performance. The project applies machine-learning econometrics with large-scale experiments to identify strategies that improve decision-making. Expected outcomes include new insights into cognitive resilience and personalised interventions for peak mental performance. This should provide significant benefits such as policy recommendations for optimising workplace productivity and performance in high-stake professions.",no
DP200100150,"Violation of fundamental symmetries in atomic phenomena. Violation of the fundamental symmetries is predicted by unification theories of elementary particles. The aim of this project is to propose new enhanced effects of parity, time reversal and Lorentz invariance violations and perform their calculations needed to test unification theories in atomic and nuclear phenomena.  By-products of this project include development of high precision computer codes for atomic calculations and theory of processes involving atoms and nuclei in chaotic excited states. These codes and theory are expected to have numerous applications (e.g. search for Dark Matter and atomic spectra of superheavy elements, atomic clocks and electron and photon processes).
",no
DP200100435,"Sarcoplasmic reticulum-mitochondrial functional interactions in muscle. Muscle in the body of animals and human has the ability to adapt to stress placed on it, to improve performance. This allows new physical tasks that have been unfamiliar to become easier. One form of stress on the muscle is the demand to work longer without fatigue. This can be important for animal survival or athletes training for sport. A single session of intense muscle contractions can lead to the muscle increasing its capacity for endurance within 24 hrs. This project aims to examine this phenomenon in animals and human to decipher the mechanism involved in the beneficial muscle changes experienced in such a brief time. It will provide benefits such as the potential to manipulate human muscle condition and animal muscle (meat) quality.",no
DP200101830,"Can exercise slow down the epigenetic ageing clock? The aged population accounts for a significant amount of Australia’s health budget. This project aims to uncover novel molecular biomarkers that slow the ageing process and maintain good health for longer. This project aims to use innovative epigenetic analysis to study the molecular ‘clocks’ of young and old populations and to test whether exercise can slow the ageing process. This is expected to lead to a better understanding of how humans respond to changing environments during their lifetime, and will underpin the development of evidence-based personalised health interventions to keep Australians healthier for longer.

",no
DP200102008,"Identifying optimal daily levels of movement behaviours in early childhood. This project aims to discover how much physical activity, sedentary behaviour and sleep young children need each day to best support their development. Through the creation of an international database and the application of innovative analytics, the project seeks to determine the optimal daily balance of these behaviours that results in the best developmental outcomes for young children. The project is expected to inform national movement behaviour guidelines. The expected benefit for parents and professionals is improved confidence in supporting children’s physical activity, sedentary behaviour and sleep. The expected benefit for children is positive development, given the broad impacts of these behaviours on health and well-being.",no
DP200102300,"Theory and methods for evaluation of microstructural fatigue damage. The microstructural damage accumulation stage often consumes a significant portion of the total fatigue life of structures. However, its progressive evaluation is beyond the reach of safety inspection techniques which are currently employed to maintain structural integrity and prevent fatigue failures. This project aims to fill this gap by developing innovative methods for the measurement of material properties related to fatigue damage and establishing a new theory which links these properties to the remaining life of the structure. The project outcomes will facilitate the global trend towards predictive maintenance strategies, thereby generating substantial cost benefits, specifically, for high-value assets and ageing infrastructure.",no
DP200102880,"Can parasites cause host population divergence? . Parasites have been proposed to be drivers of population divergence, and ultimately speciation, yet the dynamics of this process are not well understood. This project will utilise new genomic techniques, novel hybrid zone analyses, and data on mate choice, to investigate the hypothesis that parasites drive population divergence through an interaction with immune response genes in the sleepy lizard Tiliqua rugosa. This species provides an unprecedented system, backed by 37 years of long term host-parasite and behavioural data, and recent genetic analyses. This project intends to produce significant data to allow an examination of the early stages of host-parasite evolution in action, providing novel insights into the speciation process. ",no
DP200103272,"The impact of light intensity during night shifts on circadian adaptation. Each year, the sleep loss and body clock disruption caused by night work cost the Australian economy $2–3 billion in lost productivity, impaired well-being, and poor health. Current regulations limit sequences of night shifts to a maximum of four in a row. However, recent research suggests that this blanket limit may be a well-intentioned, but ill-informed, policy. As a result, we may be inadvertently increasing, rather than reducing, work-related fatigue. This project will determine whether longer sequences of night shifts may reduce sleep loss and body clock disruption in some workplaces. The project will provide the evidence base for a more nuanced approach to fatigue regulation and a safer workplace for Australian shiftworkers. ",no
DP210100313,"Quantitative psychological theories for a dynamic world. . The dynamic world around us means we need to constantly adjust our decisions in light of ever-changing influences, both external (weather, traffic ...) and internal (fatigue, learning ...). This project aims to understand how these changes affect performance. This will have significance for basic science, and also practical benefits for applied psychology. This project will examine the dynamic nature of psychological processes in a range of settings: simple decisions, consumer decisions, human-machine interactions, and team performance. Theory development will lead to improved understanding of underlying cognitive processes, and transforms the measurement of decisions, which is important for applied psychological investigations. ",no
DP210101249,Characterisation and Prevention of Vibration-Induced Drowsiness in Drivers. The present CIs have demonstrated that vibrational frequencies of 4-7 Hz entrain brainwaves associated with the onset of sleep. Our unpublished pilot data show that higher vibrational frequencies can restore alertness. Thus future vehicle design could dampen 3-8Hz vibrations while higher frequency vibrations could counteract drowsiness or stimulate alertness. This project aims to: i) develop novel equivalent drowsiness contours for the effects of physical vibration on driver drowsiness that will form the basis of a new industry standard for transportation safety; ii) develop an innovative vibration regime to improve alertness. This research will reduce transportation injuries and deaths by enabling the design of safer transport vehicles.,no
DP210102595,"A role for sleep in optimising attention. All animal brains are prediction machines, which allows even tiny flies to effectively navigate complex environments. To predict what will happen next is important for guiding attention, but also for detecting anything surprising. This project aims to understand how prediction is optimized by sleep in Drosophila flies. We aim to use electrophysiology and calcium imaging to map visual prediction error signals across the fly brain, and then determine how genetically controlled delivery of sleep regulates the quality and distribution of these signals. This knowledge will benefit our understanding of how brains balance a capacity for prediction versus surprise, by examining how evolution has solved this difficult problem in the smallest brains.",no
DP210102924,"Individualised predictions of circadian timing, sleep, and performance. The body's 24-hour clock regulates when we feel sleepy or alert. In shift workers, disrupted sleep and rhythms leads to fatigue and costly, often deadly, workplace accidents. Existing methods for measuring body clock timing are costly, impractical for operational settings, and do not work in real time. Using a shift-worker population, this project will develop models that accurately predict body timing, sleep/wake patterns, and performance for an individual, requiring only a simple activity/light sensor and an assessment of the body clock's sensitivity to light. The new model would revolutionise fatigue management and make safer work environments for millions of shift workers. ",no
DP210103654,"Force-mediated dynamic chemistry in hydrogels. This project aims to develop a new class of biomimetic material, where applied force modulates the chemistry and mechanics by incorporating mechanochemical responsive linkages in hydrogel networks. This work intends to generate new knowledge in the chemistry and mechanical properties of soft materials using an interdisciplinary approach involving synthesis, computational modelling, and mechanical analysis. Expected outcomes include novel hydrogel materials that are mechanochemically active, tough, and fatigue resistant, along with design criteria for force-activated molecule immobilisation and release expected to provide significant benefit forbiomedical applications, additive  manufacturing, soft robotics and flexible electronics.",no
DP220100985,"Understanding the generation of hypothalamic sleep neurons. This Project aims to investigate the mechanisms controlling the formation of the sleep neurons in the hypothalamus. We all sleep, and normal sleep-wake cycles play a central role in our biology. The functional role of these sleep neurons in the mature brain are well established. However, how the neurons are generated during development is very poorly defined. This project aims to address this critical knowledge gap, and will greatly increase our understanding of how the development of this critical aspect of organismal function is orchestrated during development. This project will also develop bioinformatics tools with broad utility within the biosciences field and enhance the capacity for interdisciplinary international collaborations.",no
DP220101067,"Understanding and improving sustained attention under vigilance conditions. This project aims to address a major global challenge caused by technological advances: human operators have to monitor computer-control (e.g., in autonomous vehicles, rail and airtraffic control) but sustaining attention is very difficult under these conditions. Developing innovative behavioural and neural methods, this internationally collaborative project bridges basic and applied science to understand lapses of attention under monitoring conditions. It creates a novel intervention, based on brain activity patterns, to improve performance. Outcomes will increase our neural understanding of attention and lay a foundation for a novel system to detect lapses of attention in high-risk environments, preventing errors before they occur.",no
DP220101501,"A new class of titanium alloys developed for additive manufacturing. This project aims to develop a new class of (Ti-Cu)-based alloys featuring high strength, high toughness, and high hydrogen-embrittlement resistance specifically for additive manufacturing (AM). This project expects to generate new knowledge of grain refinement and phase transformations in dynamic temperature field of metal AM process and to solve the common weakness – strong mechanical anisotropy and poor fatigue life – of AM Ti components. The expected outcomes include a whole set of processing maps of AM (Ti-Cu)-based alloys tailored to demanding applications. This should provide significant benefits to aerospace, marine and biomedical industries by delivering better durability, sustainability, and cost-effectiveness.",no
DP220102812,"Circadian photoreceptor sensitivity and impacts of modern lighting on sleep. Light has powerful non-visual effects, including effects on sleep. These non-visual effects are mediated by cells in the eye that are most sensitive to blue light. There are large individual differences in sensitivity to non-visual effects of light that are not understood and that would give great insight into suboptimal sleep, which has become widespread in modern society. This study will be the first systematic examination of individual differences in the effect of blue light on sleep and will uncover how alterations in the gene responsible for the effects of blue light on sleep (OPN4) contribute to these differences. This will lead to scalable individualised solutions to the unmet problem of how modern light environments impact sleep.",no
DP230100002,"Pair bonding: is it all in the brain? This project aims to understand the interaction between classic pair bonding neural circuits, parasites, and the immune system in sleepy lizards. Social bonds are a cornerstone of human societies, especially true of the pair bond and this project expects to generate knowledge to help understand why healthy adult pair bonds are the single best predictor of longevity in humans. The expected outcomes of this project are to reveal the mechanistic basis of pair bonding by identifying the brain regions, cell types and neurochemicals that promote pair bonding behaviour — for the first time in a wild animal. This project should provide significant benefits by increasing our knowledge of how pair bonds promote wellness.",no
DP230100731,"Evolution of sensory systems in the dark biosphere. This project utilises a unique Australian model system based on multiple, independently-evolved subterranean water beetles to explore the adaptive and regressive changes in the genome that occur when surface species colonise subterranean habitats. We aim to characterise and investigate the evolution of chemosensory and circadian rhythm genes, which play critical roles in the fitness of animals, including the ability to find food and mates in a dark, thermally stable environment. Knowledge of chemosensory and circadian genetic systems and how they dynamically evolve is fundamental to a variety of fields, including the process of speciation and biological adaptation (for example, to permanent darkness, pollutants and insecticides).",no
DP230101058,"Violation of fundamental symmetries in atoms, molecules and nuclei. This theoretical project aims to predict enhanced effects of parity (P), time reversal (T), CP and Lorentz invariance violation, which may be measured using atomic spectroscopy and nuclear physics methods. This project expects to contribute to search for physics beyond standard model, including standard model extensions predicting axion, dark matter and T,P-violating electric dipole moments. Expected outcomes include predictions  of new enhanced effects in nuclei, atoms and molecules. By-products and benefits include development of high precision computer codes for atomic calculations, which are expected to have numerous applications including photon and electron processes, properties of superheavy elements and atomic clocks.",no
DP230101113,"Biophysics of the brain’s waste disposal system: Understanding why we sleep. This project aims to develop a new biophysical model of the brain, founded on the recently discovered glymphatic system responsible for waste disposal during sleep. It sets out to formulate, analyse, and validate rigorous new multiscale quantitative modelling – to advance the study of sleep and brain clearance dynamics, at timescales from hours to decades. Among expected outcomes are powerful models ready for application at both population and individual level, and testable predictions concerning the sleep patterns that lead to aggregation of waste in the brain and eventual cognitive decline. Project outcomes should also benefit society and the economy though translation into interventions for sleep disturbance – in future applied research.",no
DP230102780,"Impact of cognitive task demands on the accumulation/dissipation of fatigue. Fatigue-related errors and accidents that occur at work cost the Australian economy $5.8 billion every year. Regulators and employers use mathematical models in special software to assess the fatigue risk associated with work schedules based on prior wake, time of day and recent sleep. Incredibly though, these models assume that the demands of your job have no influence on your level of fatigue, i.e., they do not differentiate between sitting quietly at work – and controlling air traffic, performing surgery or driving a truck. This project will improve the models by assessing how mental task demands affect fatigue. Models that are better able to predict fatigue will improve the health, safety and productivity of the Australian workforce.",no
DP230102856,"Internet Timing for the Ages: Establishing the New Timekeeping System. All computers incorporate a software clock, essential to myriad software applications. An economic way to synchronize such clocks is over a network, however the approach the Internet currently depends upon is unreliable and vulnerable. This project aims to establish a new architecture for networked timekeeping, built on future-proofed fundamentals, that will for the first time address each of accuracy, reliability, and trust. The expected outcome is a national prototype, serving the public with accurate and trusted time, that will form the basis of the next generation timekeeping system for the Internet and the Internet of Things. Expected benefits include enhanced productivity across the digital economy, and resilience to GPS failures.",no
DP230103229,"About time; a new biology for the mineralocorticoid receptor . Temporal control of cell function aligns biological pathways with environmental cues and is critical for optimal heath in mammals. This project will shed light on how a hormone receptor, the MR, modulates time keeping of biological clock time  in cells. We will bring together cutting edge genetic modals and bioinformatic approaches with a unique set of research models to define the interaction between the MR and the circadian clock and its role in the normal biology of the heart. New data will significantly enhance our understanding of the biology of MR and cortisol for the circadian time keeping function in peripheral tissues, and gain a clearer understand how our heart cells adapt to environmental circadian disruptors such as shift work. ",no
DP240101109,"The impact of circadian and sleep factors on neurodevelopment. This project aims to longitudinally examine the contributions of multiple circadian and sleep factors on the development of the teen brain. Adolescence is associated with a change in the internal body clock, leading to later bed and wake times and loss of sleep. It is also a time when the teenage brain is rapidly maturing to support learning. Despite the known importance of sleep in adolescence we know little about how the circadian clock and sleep impacts the developing brain. Our project expects to advance understanding of the importance of sleep and circadian timing for healthy brain and cognitive development. This knowledge will inform policy and prevention/intervention programs to benefit individuals, parents and the community.",no
DP240101441,"Shedding Light on the Proton Radius Puzzle with Ultracold Helium. This project aims to shed light on an outstanding discrepancy in physics known as the proton radius puzzle, first seen in hydrogen but now being studied in helium. Capitalising on existing international collaboration between experiment and theory to exploit the advantages of ultracold helium, this project aims to determine the isotopic nuclear charge radius difference with unprecedented precision, using our state-of-the-art quantum electrodynamic theory. This will not only answer fundamental questions about helium atomic structure, but may also reveal new physics beyond the current Standard Model.  The validation of atomic structure theory should provide benefits in applications including the realisation of more accurate atomic clocks.",no
DP240101449,"Predictive Biomechanics for Modelling Gait Stability and Falls Prediction. Efficient, adaptive locomotion is critical to our independence, but it is adversely affected by neuromuscular disorders due to trauma, ageing and other impairments that increase the risk of balance loss and falling. This project investigates the extraordinary possibilities of advancing from the traditional laboratory-based, retrospective, gait research paradigm, to real-world gait monitoring using predictive biomechanics. By employing artificial intelligence, wearable sensors' data will predict balance loss and alert the user. The outcome will be fundamental knowledge for developing wearable systems to reduce the catastrophic impact of falls, with public health cost savings and improved quality of life for people with restricted mobility.",no
DP240102329,"EEG Based Global Network Models and Platform for Brain States Assessment. This project aims to generate new knowledge and tools in global brain network modelling and deep learning technology. It addresses the significant issues in higher brain function state assessment using brain signal EEG. The project applies global brain networks to model brain dynamical activities as a whole, and assesses higher brain functions such as consciousness, fatigue, sleep, stress and depression, and their step by step evolution in real-time using innovative deep learning approaches. The expected outcomes are optimised brain network models and a platform technology. The intended results can be applied to greatly improve the sleep quality and productivity of general community, and the safety of workplace and transportation.",no
DP240102385,"Quiet sleep is for repair, active sleep is for learning. Sleep is thought to achieve many different functions, from brain waste clearance to regulating emotions and perception. Understanding sleep functions in animal models has been difficult because sleep has been typically reduced to a single state. Our discovery of distinct sleep stages in the fruit fly provides a powerful way to study how different conserved sleep functions are regulated. This project will use new strategies for manipulating sleep stages in flies to understand their respective physiology and functions. We will test our hypothesis that different categories of sleep functions have been segregated by evolution into different stages: a quiet stage concerned primarily with brain repair and an active stage important for learning.
",no
DP240102680,"The Dreamscape Project: Phenomenology and neurophysiology of dreams. The Dreamscape Project aims to discover the neural basis of dreaming. Building on the world’s largest database of sleep electroencephalograms (EEG) and associated dream reports, the project applies cutting-edge analyses of neural activity to resolve why each night, healthy adults alternate between unconscious sleep and vivid dreams. The results promise to shed light on the mystery of dreaming and help locate consciousness in the physical world. Expected outcomes include best-practice guidelines for dream research and a model of open data-sharing for consciousness science. Anticipated benefits include deeper understanding of how and why everyone dreams, the role of dreams in waking life, and their impact on sleep quality and well-being.",no
DP240102899,"Understanding multiday cycles underpinning human physiology. We recently discovered long-term rhythms modulating activities of our brains and hearts ranging in duration from 3-60 days. The cause of these longer, ‘multiday cycles’ remain unknown. This project aims to understand; causes of multiday cycles (measuring the nervous and autonomic nervous system), their effects (on cognition, sleep, and stress), and quantify the relationship between coupled cyclical systems. The research outcomes can provide fundamental new knowledge about cyclic dynamics governing human physiology, leading to improved rigour in life sciences research. Commercial outcomes include technology to optimise individual productivity, learning, health, and wellbeing based on physiological cycles, with diverse benefits to society.",no
DP240103201,"Fatigue Life Assessment of Structures under Realistic Loading Conditions. The project will develop a new methodology for the assessment of fatigue life of structures subjected to realistic loading conditions. This new methodology is based on recent advances in experimental techniques which make possible, for the first time, the investigation of the crack opening/closure mechanisms and the crack driving force for large numbers of fatigue cycles (>1 million) of variable amplitude, representative of real-world applications. The project will expand Australia’s knowledge base and research capabilities in structural life prognosis. It will increase the competitiveness of domestic products and industries, fostering international collaborations and leadership of Australia in this strategically important area of research.",no
DP250100553,"Targeting the circadian clock to improve grain quality in wheat. This project aims to establish a novel approach to improve protein content of wheat grain without loss of yield in Australian conditions. The project expects to build a mechanistic understanding of how the circadian clock, which controls daily and seasonal rhythms, adjusts the timing of leaf senescence and affects grain nutrient content in wheat. Expected outcomes include an expanded view of the extent and influence of circadian clock variation within Australian wheat cultivars and deeper functional knowledge of circadian clocks in a cereal crop. This would provide significant benefits for breeders, growers and consumers because protein content determines the economic value of grain and end-use characteristics of flour.",no
DP250100603,"Night Vision in the Late Ancient Mediterranean. Night Vision aims to create a new history of wakeful nighttime activities in the late ancient world by combining study of material remains (e.g. lighting and timekeeping technologies) with literary descriptions of what humans do at night. Grounded in our night studies network, the project will generate new knowledge of late ancient culture, illuminating overlooked people and experiences with the new analytical category of “night vision”. Expected outcomes include scholarly publications and a robust agenda of co-designed outreach with museums and observatories. This should provide significant benefit by consolidating historical night studies in the Australian academy and enriching the cultural knowledge of night for the Australian community.",no
DP250100937,"Rest and readiness: what is the optimal nap length during night shifts? This project aims to investigate the duration of on-shift naps during night shifts for safety and productivity. On-shift naps boost performance and safety at night, but taking a nap removes the worker from the job, and temporary performance impairments upon waking from naps may mean additional downtime. By employing a rigorous sleep laboratory protocol, this project will determine the best nap length for safety and productivity – something we cannot determine from current evidence. The expected outcome is to establish evidence-based guidelines for on-shift napping, aiming to improve workplace productivity and safety with minimal disruption to operational efficiency.",no
DP250102207,"Substrate limits protease activity: Molecular clock for signal inhibition. Proteases act as sharp scissors to modulate molecular processes. Importantly, it is crucial for proteases to be strictly regulated to avoid unwilling proteolysis. This proposal investigates a molecular clock to turn off protease activity. This proposal seeks to reveal how substrate availability acts as a signal inhibition to control the magnitude of proteolysis. Expected outcomes include new insights into regulating protease activity and how their own substrates control the duration and magnitude of proteolysis. Project benefits include a fundamental understanding of how proteolytic processes are strictly regulated and shut down to control the amplification of molecular signals.",no
DP250102224,"Neural mechanisms driving dynamic responses to fatigue. Fatigue is pervasive, yet individuals vary widely in their response to it – some people are able to continue investing effort in spite of their fatigue, whereas others choose to rest. The neurobiological principles that govern when and why people decide to work versus rest remain poorly understood. This research will combine a novel behavioural paradigm with computational models of behaviour, pharmacological manipulations, functional neuroimaging and non-invasive brain stimulation to understand how we dynamically adapt our behaviour in response to the ebbs and flows of fatigue. Ultimately, this project will lead to a comprehensive neurobiological framework that is able to explain, predict and optimise behaviour as fatigue evolves over time.",no
DP250103360,"The biological drivers of evolutionary rate variation. Phylogenomic data provide valuable opportunities for studying evolutionary rates and timescales. These analyses require theoretical and statistical tools based on molecular clocks. This project will use recently developed frameworks for exploring and testing evolutionary rate signals in phylogenomic data. This information will be used to test for drivers of evolutionary rate variation at the genome scale, using whole genome sequences from birds, ruminants, and other organisms. The project has strong potential to provide valuable insights into the biological factors that govern molecular evolution at the genome scale. ",no
DP250104642,"Forging the new Australian Dream in a Post-homeownership nation . As we navigate the 21st Century as a ‘post-homeownership nation, this Project will chart the pathways, actions and actors required to transition to a new and ‘fit for purpose’ Australian Housing Dream. It will use international comparative, quantitative and qualitative analyses to provide new insights, and provide a roadmap that will support Australia to provide current and future generations with good housing outcomes – with or without the home ownership.",no
DP250104922,"Impact of Delayed Sleep Phase on Fear Extinction Circuitry in Adolescence. Sleep onset is progressively delayed from puberty and this sleep phase delay peaks in late adolescence, a developmental stage characterised by marked disturbances in sleep and the emergence of mental health problems. Light exposure is critical for synchronising sleep and the internal ‘body clock’, but developmental changes and night-time light exposure in late adolescence delay sleep timing, leading to impaired sleep and emotion regulation. Despite these associations, the human brain circuitry underlying sleep phase delay, light responses, and fear processes is relatively unknown. This advanced imaging project will provide the first insights into the impact of sleep and circadian (‘body clock’) factors on fear processes in late adolescence.",yes
DP250105063,"The brain-immune interface: implications for sleep and mood . The blood brain barrier ensures homeostatic regulation of ions, molecules and immune cells between blood and brain that is necessary for healthy brains. Our recent unpublished work shows that one brain region of interest—the pineal gland— appears to be a master regulator of the brain's immune response. Not only do microglia undergo instantaneous morphological changes and increase in number in this structure following an immune challenge, circulating immune cells use it as a gateway into the brain. The current project will interrogate this interface between blood and brain as it provides a unique insight into diverse brain functions, such as sleep and mood.",no
DP260103016,"A Cultural History of Workplace Fatigue . This project aims to investigate how the historical and cultural construction of workplace fatigue shapes the design and implementation of fatigue management technologies in an age of AI. Through historical research, stakeholder consultation, and focus-group studies, it will analyse and evaluate the impact of automated fatigue management technologies on diverse users. Expected outcomes include better understanding of end user experiences, recommendations for more equitable fatigue management, and co-developed models for product design that mitigate the risk of automated discrimination. Benefits include improved workplace health outcomes, enhanced diversity-informed technology design, and international academic and industry collaboration.",yes
DP260103461,"Sleep-printing: unique sleep traits for predicting memory consolidation. This project aims to develop new analysis methods via advances in brain monitoring to study and understand the variability in sleep and memory. By exploiting the wealth of information contained in mapping the brain’s activity patterns, this project expects to develop innovative 'fingerprints' of sleep that characterise memory performance. Expected outcomes include reliable and robust predictors of memory capability, novel naturalistic imaging techniques for studying human memory, and providing clearer understanding of the relationship between sleep and memory. This will provide significant benefits, such as the identification of sleep targets for optimising memory performance and mapping trajectories of normative memory ageing processes.",yes
DP260103949,"The brain has a bin; how is it emptied? Is it not clear how metabolic waste is cleared from the brain. We propose that it occurs most actively during wakefulness rather than sleep, challenging the current model. The study aims to address knowledge gaps in the current glymphatic clearance model using innovative techniques to understand brain metabolism homeostasis and optimal function. The project will determine rates of waste efflux in the brains of mice in wakefulness and sleep, determine the role of arteries and veins in the clearance system, and explore the cellular mechanisms by which metabolites are cleared through water channels. The findings could also offer insights into maintaining cognitive health and new avenues for mitigating age-related neurodegenerative diseases. ",yes
DP260104498,"Lighting the Path to Recovery: Addressing Delirium Risks in ICU Design. Access to circadian lighting significantly improves quality of life, particularly for critically ill patients in ICUs, who often experience disrupted circadian rhythms and sleep deprivation, increasing their risk of delirium. Current ICU lighting often fails to meet melanopic equivalent daylight illumination (m-EDI) thresholds needed to promote circadian entrainment. This project addresses these gaps by engineering dynamic lighting solutions tailored to critically ill patients’ needs for sleep, and recovery. By establishing patient-centered, evidence-based m-EDI recommendations and evaluating energy-efficient, tunable lighting systems, the research aims to enhance ICU luminous environment, fostering better sleep to reduce delirium risks.",yes
